Age,Working Professional or Student,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Job/Study Satisfaction,Work/Academic Pressure,Depression
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",4,5.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[6.0, 9.0)",5,3.0,2.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,LLB,Yes,"[6.0, 9.0)",5,5.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,BE,Yes,"[9.0, 12.012)",4,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[6.0, 9.0)",2,3.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BSc,Yes,"[3.0, 6.0)",3,3.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BCA,Yes,"[6.0, 9.0)",5,5.0,2.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,BCA,Yes,"[3.0, 6.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,BCA,Yes,"[9.0, 12.012)",2,2.0,5.0,Yes
"[28.5, 39.0)",Student,Unhealthy,B.Tech,Yes,"[0.0, 3.0)",4,2.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,No,"[9.0, 12.012)",4,4.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[6.0, 9.0)",5,3.0,2.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,No,"[9.0, 12.012)",4,4.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",4,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Pharm,Yes,"[9.0, 12.012)",5,2.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,B.Com,Yes,"[3.0, 6.0)",3,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,BCA,Yes,"[9.0, 12.012)",5,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,ME,Yes,"[6.0, 9.0)",3,3.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Pharm,Yes,"[3.0, 6.0)",3,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,PhD,Yes,"[3.0, 6.0)",5,4.0,2.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BCA,Yes,"[6.0, 9.0)",1,2.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",2,4.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",3,1.0,5.0,Yes
"[28.5, 39.0)",Student,Healthy,MA,Yes,"[9.0, 12.012)",1,1.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,BSc,Yes,"[6.0, 9.0)",3,3.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,MHM,Yes,"[6.0, 9.0)",4,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,BE,Yes,"[3.0, 6.0)",3,1.0,2.0,Yes
"[28.5, 39.0)",Student,Healthy,M.Ed,Yes,"[3.0, 6.0)",5,2.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,BBA,Yes,"[9.0, 12.012)",3,1.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,BHM,No,"[9.0, 12.012)",3,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,MBA,Yes,"[6.0, 9.0)",4,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[6.0, 9.0)",2,3.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,ME,Yes,"[9.0, 12.012)",5,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MHM,Yes,"[0.0, 3.0)",5,2.0,1.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[9.0, 12.012)",4,4.0,3.0,Yes
"[28.5, 39.0)",Student,Moderate,BE,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[28.5, 39.0)",Student,Moderate,ME,Yes,"[9.0, 12.012)",5,3.0,5.0,Yes
"[28.5, 39.0)",Student,Moderate,M.Ed,Yes,"[3.0, 6.0)",1,1.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,B.Com,No,"[9.0, 12.012)",4,1.0,3.0,Yes
"[28.5, 39.0)",Student,Unhealthy,MHM,Yes,"[0.0, 3.0)",2,3.0,1.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[3.0, 6.0)",3,3.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,BSc,Yes,"[3.0, 6.0)",1,2.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,BE,Yes,"[3.0, 6.0)",5,1.0,2.0,Yes
"[28.5, 39.0)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",1,1.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,No,"[9.0, 12.012)",5,4.0,3.0,Yes
"[28.5, 39.0)",Student,Moderate,MD,Yes,"[3.0, 6.0)",4,1.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,LLB,Yes,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,MA,Yes,"[9.0, 12.012)",5,3.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Ed,No,"[0.0, 3.0)",5,1.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,M.Ed,No,"[6.0, 9.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",2,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Tech,No,"[9.0, 12.012)",1,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[6.0, 9.0)",5,3.0,2.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,No,"[3.0, 6.0)",5,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,Yes,"[9.0, 12.012)",4,3.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[6.0, 9.0)",3,4.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,B.Arch,Yes,"[9.0, 12.012)",5,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BHM,No,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,BCA,Yes,"[9.0, 12.012)",5,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,MBA,Yes,"[3.0, 6.0)",3,2.0,4.0,Yes
"[28.5, 39.0)",Student,Healthy,BE,No,"[9.0, 12.012)",2,1.0,5.0,Yes
"[28.5, 39.0)",Student,Unhealthy,M.Com,Yes,"[0.0, 3.0)",4,2.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,4.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[6.0, 9.0)",3,4.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,PhD,Yes,"[6.0, 9.0)",5,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,Yes,"[9.0, 12.012)",2,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[6.0, 9.0)",3,5.0,3.0,Yes
"[18.0, 28.5)",Student,Moderate,MBBS,Yes,"[0.0, 3.0)",3,2.0,2.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,BE,Yes,"[9.0, 12.012)",3,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[3.0, 6.0)",4,1.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BCA,Yes,"[3.0, 6.0)",5,1.0,2.0,Yes
"[18.0, 28.5)",Student,Moderate,B.Com,No,"[3.0, 6.0)",3,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Pharm,Yes,"[3.0, 6.0)",4,2.0,4.0,Yes
"[28.5, 39.0)",Student,Healthy,M.Ed,Yes,"[3.0, 6.0)",5,1.0,5.0,Yes
"[28.5, 39.0)",Student,Unhealthy,BCA,Yes,"[9.0, 12.012)",3,3.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,BSc,Yes,"[6.0, 9.0)",5,3.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MCA,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[28.5, 39.0)",Student,Healthy,MD,Yes,"[3.0, 6.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MA,No,"[0.0, 3.0)",2,2.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,MBA,Yes,"[9.0, 12.012)",4,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,No,"[9.0, 12.012)",1,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,ME,Yes,"[9.0, 12.012)",2,5.0,5.0,Yes
"[28.5, 39.0)",Student,Moderate,BE,No,"[9.0, 12.012)",2,3.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,4.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,2.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,B.Arch,Yes,"[6.0, 9.0)",5,3.0,3.0,Yes
"[28.5, 39.0)",Student,Moderate,M.Pharm,Yes,"[9.0, 12.012)",5,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Ed,Yes,"[6.0, 9.0)",2,3.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",4,2.0,3.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[9.0, 12.012)",3,3.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,MA,Yes,"[9.0, 12.012)",5,3.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,No,"[3.0, 6.0)",4,1.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[0.0, 3.0)",1,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,M.Tech,Yes,"[0.0, 3.0)",2,2.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",4,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,LLM,Yes,"[3.0, 6.0)",2,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,MCA,Yes,"[0.0, 3.0)",5,2.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,BA,Yes,"[6.0, 9.0)",5,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,ME,Yes,"[6.0, 9.0)",2,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,2.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,1.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Com,No,"[6.0, 9.0)",1,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,Class 12,Yes,"[0.0, 3.0)",5,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,B.Arch,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",3,5.0,2.0,Yes
"[28.5, 39.0)",Student,Healthy,MD,No,"[9.0, 12.012)",2,5.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MBA,Yes,"[6.0, 9.0)",3,1.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,2.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,1.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Ed,No,"[0.0, 3.0)",5,1.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,B.Com,Yes,"[6.0, 9.0)",3,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,MBA,Yes,"[6.0, 9.0)",4,3.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[6.0, 9.0)",3,2.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,BBA,Yes,"[6.0, 9.0)",5,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,MCA,Yes,"[9.0, 12.012)",5,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Arch,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Tech,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,5.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,B.Arch,Yes,"[9.0, 12.012)",5,2.0,3.0,Yes
"[28.5, 39.0)",Student,Unhealthy,ME,Yes,"[3.0, 6.0)",3,4.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,PhD,Yes,"[3.0, 6.0)",5,1.0,2.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",4,1.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[9.0, 12.012)",5,3.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Com,Yes,"[9.0, 12.012)",3,2.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MBBS,No,"[6.0, 9.0)",4,3.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Healthy,BSc,Yes,"[6.0, 9.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,PhD,Yes,"[3.0, 6.0)",5,1.0,2.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[3.0, 6.0)",2,5.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[9.0, 12.012)",5,1.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[0.0, 3.0)",4,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Tech,Yes,"[6.0, 9.0)",2,1.0,1.0,Yes
"[18.0, 28.5)",Student,Healthy,LLB,Yes,"[9.0, 12.012)",3,5.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,No,"[3.0, 6.0)",2,3.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[9.0, 12.012)",4,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,2.0,3.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,BBA,Yes,"[6.0, 9.0)",3,1.0,5.0,Yes
"[28.5, 39.0)",Student,Moderate,BE,Yes,"[9.0, 12.012)",5,3.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,MHM,Yes,"[9.0, 12.012)",3,1.0,4.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,No,"[9.0, 12.012)",1,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,4.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[9.0, 12.012)",4,3.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Com,Yes,"[9.0, 12.012)",4,4.0,1.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,M.Ed,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,1.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",2,2.0,4.0,Yes
"[28.5, 39.0)",Student,Healthy,M.Ed,Yes,"[0.0, 3.0)",5,1.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Healthy,LLB,Yes,"[6.0, 9.0)",5,3.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[6.0, 9.0)",3,5.0,4.0,Yes
"[28.5, 39.0)",Student,Moderate,M.Ed,Yes,"[6.0, 9.0)",2,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[3.0, 6.0)",2,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[6.0, 9.0)",3,1.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Com,No,"[6.0, 9.0)",1,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BHM,No,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[0.0, 3.0)",4,4.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,BBA,Yes,"[9.0, 12.012)",2,4.0,3.0,Yes
"[28.5, 39.0)",Student,Moderate,BSc,Yes,"[9.0, 12.012)",3,3.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",3,2.0,5.0,Yes
"[28.5, 39.0)",Student,Moderate,MBBS,Yes,"[3.0, 6.0)",3,1.0,3.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,No,"[3.0, 6.0)",3,1.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MCA,Yes,"[6.0, 9.0)",5,4.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",4,5.0,4.0,Yes
"[28.5, 39.0)",Student,Moderate,MD,Yes,"[9.0, 12.012)",3,4.0,2.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Arch,Yes,"[0.0, 3.0)",3,3.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[6.0, 9.0)",2,3.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,BSc,Yes,"[9.0, 12.012)",3,3.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[9.0, 12.012)",1,2.0,3.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[6.0, 9.0)",3,2.0,5.0,Yes
"[28.5, 39.0)",Student,Healthy,LLB,Yes,"[6.0, 9.0)",4,1.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,LLB,Yes,"[9.0, 12.012)",5,3.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",3,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Arch,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[28.5, 39.0)",Student,Moderate,MBBS,Yes,"[3.0, 6.0)",1,1.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,PhD,Yes,"[3.0, 6.0)",5,1.0,2.0,Yes
"[28.5, 39.0)",Student,Unhealthy,B.Pharm,Yes,"[3.0, 6.0)",2,3.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,No,"[9.0, 12.012)",2,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[0.0, 3.0)",3,4.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,BE,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,M.Ed,Yes,"[0.0, 3.0)",5,2.0,4.0,Yes
"[28.5, 39.0)",Student,Unhealthy,LLM,Yes,"[3.0, 6.0)",3,3.0,3.0,Yes
"[28.5, 39.0)",Student,Healthy,MA,Yes,"[9.0, 12.012)",1,1.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Com,Yes,"[9.0, 12.012)",3,2.0,5.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,MHM,Yes,"[6.0, 9.0)",3,1.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,M.Ed,Yes,"[0.0, 3.0)",5,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,No,"[6.0, 9.0)",3,4.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,Class 12,Yes,"[9.0, 12.012)",2,5.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,Yes,"[9.0, 12.012)",4,2.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[6.0, 9.0)",5,5.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,B.Tech,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BHM,Yes,"[9.0, 12.012)",4,3.0,2.0,Yes
"[28.5, 39.0)",Student,Unhealthy,B.Pharm,Yes,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[6.0, 9.0)",2,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",4,3.0,1.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[0.0, 3.0)",4,1.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,MCA,No,"[9.0, 12.012)",5,2.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[6.0, 9.0)",3,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,No,"[9.0, 12.012)",2,4.0,5.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,BE,Yes,"[6.0, 9.0)",3,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Moderate,Class 12,Yes,"[6.0, 9.0)",2,3.0,3.0,Yes
"[28.5, 39.0)",Student,Unhealthy,LLM,Yes,"[0.0, 3.0)",3,3.0,3.0,Yes
"[28.5, 39.0)",Student,Healthy,M.Tech,Yes,"[9.0, 12.012)",1,1.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,BHM,No,"[9.0, 12.012)",3,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[3.0, 6.0)",4,2.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,B.Pharm,Yes,"[9.0, 12.012)",5,1.0,2.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,BBA,Yes,"[3.0, 6.0)",5,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[9.0, 12.012)",4,4.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,MHM,Yes,"[9.0, 12.012)",5,4.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,B.Com,No,"[6.0, 9.0)",4,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[0.0, 3.0)",5,1.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,BHM,Yes,"[9.0, 12.012)",4,3.0,2.0,Yes
"[18.0, 28.5)",Student,Moderate,BHM,No,"[3.0, 6.0)",5,2.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",3,1.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Healthy,MA,Yes,"[9.0, 12.012)",5,5.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,MD,No,"[9.0, 12.012)",2,2.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[3.0, 6.0)",4,4.0,4.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[3.0, 6.0)",4,5.0,4.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,No,"[9.0, 12.012)",2,4.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Pharm,Yes,"[6.0, 9.0)",2,2.0,3.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,No,"[9.0, 12.012)",5,3.0,4.0,Yes
"[28.5, 39.0)",Student,Healthy,M.Tech,Yes,"[6.0, 9.0)",5,1.0,2.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,B.Pharm,Yes,"[3.0, 6.0)",4,1.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,M.Ed,No,"[3.0, 6.0)",5,2.0,4.0,Yes
"[39.0, 49.5)",Working Professional,Unhealthy,LLM,Yes,"[9.0, 12.012)",4,1.0,5.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Tech,No,"[9.0, 12.012)",5,4.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[6.0, 9.0)",2,3.0,3.0,Yes
"[18.0, 28.5)",Student,Moderate,B.Ed,Yes,"[6.0, 9.0)",5,1.0,4.0,Yes
"[28.5, 39.0)",Working Professional,Unhealthy,MA,Yes,"[9.0, 12.012)",5,5.0,3.0,Yes
"[28.5, 39.0)",Working Professional,Moderate,B.Com,Yes,"[0.0, 3.0)",4,1.0,2.0,Yes
"[18.0, 28.5)",Student,Moderate,Class 12,Yes,"[9.0, 12.012)",1,5.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[0.0, 3.0)",4,5.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[9.0, 12.012)",2,5.0,5.0,Yes
"[18.0, 28.5)",Student,Unhealthy,Class 12,Yes,"[3.0, 6.0)",1,2.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,ME,Yes,"[9.0, 12.012)",3,1.0,3.0,Yes
"[18.0, 28.5)",Student,Unhealthy,PhD,No,"[6.0, 9.0)",1,1.0,5.0,Yes
"[18.0, 28.5)",Student,Healthy,Class 12,Yes,"[9.0, 12.012)",5,5.0,4.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,B.Com,Yes,"[0.0, 3.0)",3,2.0,4.0,Yes
"[28.5, 39.0)",Student,Moderate,MCA,Yes,"[6.0, 9.0)",2,4.0,3.0,Yes
"[18.0, 28.5)",Working Professional,Unhealthy,Class 12,Yes,"[6.0, 9.0)",5,5.0,1.0,Yes
"[28.5, 39.0)",Student,Healthy,MBBS,Yes,"[0.0, 3.0)",5,3.0,5.0,Yes
